,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretsKills,Team2:TurretsKills,Team1:InhibitorsKills,Team2:Inhibitors:Kills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
5573,20,7796,8197,8818,9927,6475,8259,8055,8039,8955,6709,41213,40017,21,20,5,1,0,0,2,1,0,0,0,0,11.4,11.8,Team1,EUW1_7210664181,Platinum4
5574,21,9064,8494,9170,10713,7108,8444,8467,8567,9301,6896,44549,41675,25,21,5,1,0,0,2,1,0,0,0,0,12.0,12.0,Team1,EUW1_7210664181,Platinum4
5575,22,9667,9047,9877,11265,7560,8726,8741,8728,9752,7049,47416,42996,25,21,5,1,0,0,2,1,0,0,1,0,13.0,12.0,Team1,EUW1_7210664181,Platinum4
5576,23,10007,9586,10170,11834,8166,9285,9014,8956,10407,7345,49763,45007,27,23,5,1,0,0,2,1,0,0,1,0,13.2,12.4,Team1,EUW1_7210664181,Platinum4
5577,24,10448,10666,10619,12661,8425,9539,9668,9219,10759,7673,52819,46858,29,24,6,1,0,0,2,1,0,0,1,0,13.8,12.8,Team1,EUW1_7210664181,Platinum4
5578,25,10570,10964,10936,12879,8577,9823,9891,9601,11344,7861,53926,48520,29,24,6,1,0,0,3,1,0,0,1,0,14.0,13.2,Team1,EUW1_7210664181,Platinum4
5579,26,11062,11427,12186,13891,8977,10079,10223,9794,11860,8089,57543,50045,34,25,6,1,0,0,3,1,0,0,1,0,14.4,13.4,Team1,EUW1_7210664181,Platinum4
5580,27,11738,11926,12651,14700,9338,10215,10417,10071,12413,8829,60353,51945,35,26,8,1,1,0,3,1,0,0,1,0,14.8,13.6,Team1,EUW1_7210664181,Platinum4
5581,28,11862,12159,12850,14962,9644,10687,10951,10730,12862,9113,61477,54343,35,27,8,1,1,0,3,1,0,0,1,0,15.0,14.2,Team1,EUW1_7210664181,Platinum4
5582,29,12160,12477,13335,15573,9894,11049,11401,11153,13509,9401,63439,56513,37,27,8,2,1,0,3,1,0,0,1,0,15.4,14.4,Team1,EUW1_7210664181,Platinum4
5583,29,12771,12852,13632,15835,10508,11121,11473,11284,13703,9490,65598,57071,39,27,10,2,1,0,3,1,0,0,1,0,15.4,14.4,Team1,EUW1_7210664181,Platinum4
5584,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7224982494,Platinum4
5585,1,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,7015,7015,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7224982494,Platinum4
5586,2,1866,1793,1823,1840,1845,2228,1927,2106,2042,2237,9167,10540,0,5,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7224982494,Platinum4
5587,3,2377,2488,2726,3195,2380,2876,2375,2755,2846,2905,13166,13757,4,10,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team1,EUW1_7224982494,Platinum4
5588,4,3356,3762,3368,3836,3283,3650,3257,3286,3528,3477,17605,17198,10,14,0,0,0,0,0,0,0,0,0,0,6.2,6.2,Team1,EUW1_7224982494,Platinum4
5589,5,3889,4203,3881,4553,3779,4560,3928,3997,3930,4075,20305,20490,11,18,0,0,0,0,0,0,0,0,0,0,7.0,7.2,Team1,EUW1_7224982494,Platinum4
5590,6,4601,5188,4381,5160,4410,5210,4535,4690,4614,4608,23740,23657,15,22,0,0,0,0,0,0,0,0,0,0,8.0,8.2,Team1,EUW1_7224982494,Platinum4
5591,7,5209,5909,5002,5893,5274,5799,4943,5166,5070,5075,27287,26053,20,23,0,0,0,0,0,0,0,0,0,0,9.2,9.0,Team1,EUW1_7224982494,Platinum4
5592,8,5812,6380,5675,6671,5900,6772,5471,5589,5658,5960,30438,29450,23,27,0,0,0,0,0,0,0,0,0,0,10.0,10.0,Team1,EUW1_7224982494,Platinum4
5593,9,6262,7323,6191,7475,6362,7211,5929,6313,6361,6762,33613,32576,26,30,0,0,0,0,0,0,0,0,0,0,10.8,10.6,Team1,EUW1_7224982494,Platinum4
5594,10,6688,8066,6875,8230,6850,7771,6575,6950,7015,7271,36709,35582,29,32,0,0,0,0,0,0,0,0,0,0,11.4,11.4,Team1,EUW1_7224982494,Platinum4
5595,11,7151,8973,7804,8764,7583,8178,6953,7458,7417,7884,40275,37890,34,33,0,0,0,0,0,0,0,0,0,0,12.4,12.0,Team1,EUW1_7224982494,Platinum4
5596,12,7680,9798,8330,9359,8217,8719,8484,8073,8161,8895,43384,42332,37,38,0,0,0,0,0,0,0,0,0,0,13.0,12.8,Team1,EUW1_7224982494,Platinum4
5597,13,8289,10729,8914,9999,8711,9709,9323,8765,8803,9673,46642,46273,40,42,0,1,0,0,0,0,0,0,0,0,13.8,13.6,Team1,EUW1_7224982494,Platinum4
5598,14,8649,11193,9292,10538,9153,10443,9845,9143,9233,10087,48825,48751,40,43,0,1,0,0,0,0,0,0,0,0,14.2,14.2,Team1,EUW1_7224982494,Platinum4
5599,15,9313,12698,10075,11300,10038,10845,10371,9657,9641,10501,53424,51015,44,43,1,1,0,0,0,0,0,0,0,0,15.0,14.8,Team1,EUW1_7224982494,Platinum4
5600,16,9882,13269,10533,11695,10466,11798,10898,10648,10037,11459,55845,54840,45,48,1,1,0,0,0,0,0,0,0,0,15.6,15.8,Team1,EUW1_7224982494,Platinum4
5601,17,10510,13954,10923,12535,11314,12407,11910,11212,10677,12252,59236,58458,49,51,1,2,0,0,0,0,0,0,0,0,16.6,16.4,Team1,EUW1_7224982494,Platinum4
5602,18,11508,14700,11679,13136,12145,12857,12342,11962,11097,12773,63168,61031,54,52,1,2,0,0,0,0,0,0,0,0,17.4,16.8,Team1,EUW1_7224982494,Platinum4
5603,19,12180,15360,12368,13841,12856,13605,13216,12580,11747,13464,66605,64612,55,57,3,2,1,0,0,0,0,0,0,0,17.8,17.8,Team1,EUW1_7224982494,Platinum4
5604,20,12843,16160,13064,14435,13513,13965,13864,13157,12191,14084,70015,67261,60,58,3,2,1,1,0,0,0,0,0,0,18.0,17.8,Team1,EUW1_7224982494,Platinum4
5605,21,13367,16726,13557,15183,14021,14648,14470,13777,12959,14696,72854,70550,61,62,3,2,1,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224982494,Platinum4
5606,22,13960,17582,14077,15555,14794,15079,14830,14378,13577,15359,75968,73223,64,63,3,2,1,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224982494,Platinum4
5607,23,14672,18427,15040,16392,15827,15753,15457,14817,14158,16353,80358,76538,68,67,4,2,2,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224982494,Platinum4
5608,24,15077,18817,15436,17090,16779,16481,16216,15575,14808,17386,83199,80466,71,72,4,2,2,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224982494,Platinum4
5609,25,15866,19774,15993,17697,17223,17219,16713,16063,15375,17870,86553,83240,73,74,4,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224982494,Platinum4
5610,25,16094,20248,16457,18643,17451,17447,16941,16291,15603,18098,88893,84380,76,74,4,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224982494,Platinum4
5611,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7224944772,Platinum4
5612,1,1403,1403,1403,1403,1403,1425,1403,1485,1435,1683,7015,7431,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7224944772,Platinum4
5613,2,1862,1845,1856,1843,2015,1963,2043,2092,1873,2206,9421,10177,1,3,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7224944772,Platinum4
5614,3,2849,2516,2364,2282,2466,2544,2915,3096,2532,2867,12477,13954,3,8,0,0,0,0,0,0,0,0,0,0,5.0,5.2,Team1,EUW1_7224944772,Platinum4
5615,4,3384,3242,3144,3383,3194,2914,3410,3613,2898,3542,16347,16377,7,9,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team1,EUW1_7224944772,Platinum4
5616,5,4161,3950,3928,3984,3878,3362,3890,4452,3397,4120,19901,19221,11,11,0,0,0,0,0,0,0,0,0,0,7.0,7.0,Team1,EUW1_7224944772,Platinum4
5617,6,4754,4322,4364,4455,4304,4537,5153,5416,4127,4877,22199,24110,12,16,0,1,0,0,0,0,0,0,0,0,7.8,8.0,Team1,EUW1_7224944772,Platinum4
5618,7,5637,5329,5300,4943,4973,5002,5758,5998,4618,5365,26182,26741,17,17,0,1,0,0,0,0,0,0,0,0,8.6,9.0,Team1,EUW1_7224944772,Platinum4
5619,8,6097,6006,5805,5446,5438,5541,6586,6606,5091,6136,28792,29960,18,19,0,1,0,0,0,0,0,0,0,0,9.4,9.4,Team1,EUW1_7224944772,Platinum4
5620,9,6633,6632,7030,6167,5939,6028,7306,7551,5594,6796,32401,33275,23,23,0,1,0,0,0,0,0,0,0,0,10.2,10.0,Team1,EUW1_7224944772,Platinum4
5621,10,7234,7453,7606,6724,6774,6877,7991,8093,6268,7929,35791,37158,25,26,1,1,0,0,0,0,0,0,0,0,11.2,11.0,Team1,EUW1_7224944772,Platinum4
5622,11,7777,8136,8044,7552,7272,7443,8676,8745,6741,8613,38781,40218,27,29,1,1,0,0,0,0,0,0,0,0,12.0,12.0,Team1,EUW1_7224944772,Platinum4
5623,12,8259,8610,8858,7936,7744,7824,9393,9141,7295,9316,41407,42969,28,31,1,1,0,0,0,0,0,0,0,0,12.4,12.6,Team1,EUW1_7224944772,Platinum4
5624,13,8979,9063,9662,8473,8555,8484,9882,9897,7730,9921,44732,45914,32,34,1,1,0,0,0,0,0,0,0,0,13.4,13.2,Team1,EUW1_7224944772,Platinum4
5625,14,9339,9423,10118,8850,9144,9600,10526,10724,9057,10496,46874,50403,33,38,1,2,0,0,0,0,0,0,0,0,13.6,14.4,Team1,EUW1_7224944772,Platinum4
5626,15,9804,9872,10884,9385,10188,10366,11105,11642,9707,11076,50133,53896,37,40,2,2,0,1,0,0,0,0,0,0,14.4,14.8,Team1,EUW1_7224944772,Platinum4
5627,16,10234,10388,11433,9872,10612,11214,11629,12008,10175,11784,52539,56810,37,41,2,2,0,1,0,0,0,0,0,0,14.8,15.2,Team1,EUW1_7224944772,Platinum4
5628,17,10849,11029,12338,10340,11557,11713,11995,13215,10954,12217,56113,60094,42,45,2,2,0,1,0,0,0,0,0,0,15.8,16.4,Team1,EUW1_7224944772,Platinum4
5629,18,11418,11556,12802,10742,11947,12141,12410,13626,11362,12715,58465,62254,42,45,2,2,0,1,0,0,0,0,0,0,16.4,16.4,Team1,EUW1_7224944772,Platinum4
5630,19,12043,12308,13415,11702,12638,12806,13478,15049,12024,13412,62106,66769,47,50,2,3,0,2,0,0,0,0,0,0,16.8,17.2,Team1,EUW1_7224944772,Platinum4
5631,20,12475,12854,13880,12392,13323,13420,14160,15569,12593,13772,64924,69514,48,52,2,3,0,2,0,0,0,0,0,0,17.6,17.8,Team1,EUW1_7224944772,Platinum4
5632,21,13084,13707,14778,12976,14113,13814,14590,15929,12989,14132,68658,71454,51,52,2,3,0,2,0,0,0,0,0,0,18.0,17.8,Team1,EUW1_7224944772,Platinum4
5633,22,13734,14696,15665,13587,15000,14226,14991,16399,13631,14492,72682,73739,54,53,3,3,1,2,0,0,0,0,0,0,18.0,17.8,Team1,EUW1_7224944772,Platinum4
5634,23,14597,16077,16653,14282,15826,14736,16034,17025,14015,14852,77435,76662,57,54,5,3,1,2,0,0,0,0,0,0,18.0,17.8,Team1,EUW1_7224944772,Platinum4
5635,23,14839,16512,16862,14429,15943,14853,16180,17142,14162,14969,78585,77306,58,54,5,3,1,2,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7224944772,Platinum4
5636,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7224910326,Platinum4
5637,1,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,7015,7015,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7224910326,Platinum4
5638,2,2111,2035,1863,2249,1889,1857,1895,2361,1874,2158,10147,10145,3,3,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7224910326,Platinum4
5639,3,3011,2729,2440,2937,2427,2426,2554,2855,2399,3188,13544,13422,6,5,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team1,EUW1_7224910326,Platinum4
5640,4,3545,3847,2929,3487,2865,3046,3080,3505,3121,4641,16673,17393,8,10,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team1,EUW1_7224910326,Platinum4
5641,5,4022,4512,3499,4120,3520,3493,3740,4288,3685,6103,19673,21309,11,15,0,0,0,0,0,0,0,0,0,0,7.0,7.4,Team1,EUW1_7224910326,Platinum4
5642,6,4974,4976,4364,4754,4050,4388,4692,5184,4394,6748,23118,25406,14,19,0,1,0,0,0,0,0,0,0,0,8.0,8.2,Team1,EUW1_7224910326,Platinum4
5643,7,5524,5524,4986,5674,4602,4788,5231,5918,4895,7142,26310,27974,17,20,0,1,0,0,0,0,0,0,0,0,8.6,8.8,Team1,EUW1_7224910326,Platinum4
5644,8,5986,6050,5492,6280,5050,5881,6091,6656,5853,8122,28858,32603,18,25,0,2,0,0,0,0,0,0,0,0,9.0,10.2,Team1,EUW1_7224910326,Platinum4
5645,9,7250,7082,6295,7348,6214,6322,6550,7196,6288,8548,34189,34904,24,26,1,2,0,0,0,0,0,0,0,0,10.2,10.6,Team1,EUW1_7224910326,Platinum4
5646,10,7796,7629,6980,7771,6649,6918,7386,7608,6841,9297,36825,38050,26,28,1,2,0,0,0,0,0,0,0,0,11.0,11.2,Team1,EUW1_7224910326,Platinum4
5647,11,8235,8143,7461,8464,7240,7456,7791,8881,7406,9935,39543,41469,28,32,1,2,0,0,0,0,0,0,0,0,12.2,12.2,Team1,EUW1_7224910326,Platinum4
5648,12,9754,8946,8339,9145,8009,7822,8151,9348,7802,10385,44193,43508,34,32,1,2,0,0,0,0,0,0,0,0,13.4,12.6,Team1,EUW1_7224910326,Platinum4
5649,13,10244,9482,8772,9753,8472,8764,8943,9896,8246,11319,46723,47168,36,35,1,2,0,0,0,0,0,0,0,0,13.4,13.4,Team1,EUW1_7224910326,Platinum4
5650,14,11186,10167,9499,10429,9261,9573,9413,10323,8672,11719,50542,49700,40,36,1,2,0,0,0,0,0,0,0,0,14.4,13.8,Team1,EUW1_7224910326,Platinum4
5651,15,11988,11163,10437,11104,9998,10414,9833,10825,9032,12409,54690,52513,44,38,2,2,0,0,0,0,0,0,0,0,15.4,14.6,Team1,EUW1_7224910326,Platinum4
5652,16,12505,11523,10959,11476,10585,10860,10443,11692,9398,12811,57048,55204,45,39,2,2,1,0,0,0,0,0,0,0,15.8,15.4,Team1,EUW1_7224910326,Platinum4
5653,17,14055,12713,11708,12591,11724,11307,10956,12088,9845,13889,62791,58085,52,41,4,2,1,0,0,0,0,0,0,0,17.0,15.6,Team1,EUW1_7224910326,Platinum4
5654,18,14503,13617,12483,12951,12129,11712,11901,12752,10671,14430,65683,61466,55,44,4,2,1,0,0,0,0,0,0,0,17.4,16.4,Team1,EUW1_7224910326,Platinum4
5655,19,15280,14007,13046,13370,12768,12072,12536,13937,11189,14916,68471,64650,58,47,4,2,1,0,0,0,0,0,0,0,18.0,17.2,Team1,EUW1_7224910326,Platinum4
5656,20,15872,14708,13474,14229,13262,12454,13150,14493,11571,15558,71545,67226,62,49,4,2,2,0,0,0,0,0,0,0,18.0,17.2,Team1,EUW1_7224910326,Platinum4
5657,20,16662,14987,13909,14594,13627,12721,13428,14796,12034,16168,73779,69147,65,49,4,2,2,0,0,0,0,0,0,0,18.0,17.8,Team1,EUW1_7224910326,Platinum4
5658,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7224888635,Platinum4
5659,1,1464,1583,1414,1424,1474,1439,1676,1486,1403,1403,7359,7407,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7224888635,Platinum4
5660,2,2295,2000,2056,1881,2194,2120,2342,1965,2169,1872,10426,10468,4,4,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7224888635,Platinum4
5661,3,3142,2528,2665,2481,2883,2596,2884,2444,2819,2810,13699,13553,7,6,0,0,0,0,0,0,0,0,0,0,5.2,5.0,Team1,EUW1_7224888635,Platinum4
5662,4,3921,3047,3174,2961,3410,3097,3564,2883,3236,3283,16513,16063,9,7,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team1,EUW1_7224888635,Platinum4
5663,5,4462,3658,3662,3640,4201,3526,4032,3334,4022,4014,19623,18928,12,9,0,0,0,0,0,0,0,0,0,0,7.0,6.6,Team1,EUW1_7224888635,Platinum4
5664,6,4966,4203,4234,4372,5011,4310,4575,3718,4382,4457,22786,21442,15,10,0,0,0,0,0,0,0,0,0,0,8.0,7.4,Team1,EUW1_7224888635,Platinum4
5665,7,5834,4723,4851,4892,5540,4694,5052,4220,5024,4909,25840,23899,18,11,0,0,0,0,0,0,0,0,0,0,8.8,8.2,Team1,EUW1_7224888635,Platinum4
5666,8,6651,5179,5435,5522,6789,5156,5848,4742,5680,5570,29576,26996,22,14,0,0,0,0,0,0,0,0,0,0,9.4,9.0,Team1,EUW1_7224888635,Platinum4
5667,9,7077,5623,6043,6085,7763,6028,6318,5272,6052,6145,32591,29815,25,16,0,0,0,0,0,0,0,0,0,0,10.4,10.0,Team1,EUW1_7224888635,Platinum4
5668,10,7634,6061,6522,6705,8334,6524,6789,5782,6605,6567,35256,32267,26,16,0,0,0,0,0,0,0,0,0,0,11.0,10.2,Team1,EUW1_7224888635,Platinum4
5669,11,8181,6499,6960,7234,8760,6953,7290,6240,7090,7029,37634,34602,26,16,0,0,0,0,0,0,0,0,0,0,11.4,11.0,Team1,EUW1_7224888635,Platinum4
5670,12,9106,6990,7501,7782,9229,7391,8101,6731,7572,7533,40608,37328,28,17,0,0,0,0,0,0,0,0,0,0,12.2,11.2,Team1,EUW1_7224888635,Platinum4
5671,13,9998,7768,8194,8569,9930,7923,8804,7280,8159,8213,44459,40379,31,19,1,0,0,0,0,0,0,0,0,0,13.0,12.2,Team1,EUW1_7224888635,Platinum4
5672,14,10832,8410,9011,9367,10608,8307,9463,7732,8525,8766,48228,42793,37,20,2,0,0,0,0,0,0,0,0,0,13.8,12.8,Team1,EUW1_7224888635,Platinum4
5673,15,11555,9040,9467,9935,11155,8667,10004,8531,8997,9433,51152,45632,40,22,2,0,0,0,0,0,0,0,0,0,14.4,13.2,Team1,EUW1_7224888635,Platinum4
5674,16,12483,9955,10146,10893,11704,9207,10599,9021,9402,10262,55181,48491,47,24,2,0,1,0,0,0,0,0,0,0,15.2,13.8,Team1,EUW1_7224888635,Platinum4
5675,17,13364,10451,10575,11603,12254,9753,11669,9779,10725,10693,58247,52619,51,28,2,0,1,0,0,0,0,0,0,0,15.8,15.2,Team1,EUW1_7224888635,Platinum4
5676,18,14144,11123,11207,12539,12904,10155,12235,10214,11162,11558,61917,55324,54,29,3,0,1,0,0,0,0,0,0,0,16.8,15.4,Team1,EUW1_7224888635,Platinum4
5677,19,14936,11872,12046,13379,13967,10990,12663,10737,12315,12515,66200,59220,59,34,4,0,1,0,0,0,0,0,0,0,17.8,16.4,Team1,EUW1_7224888635,Platinum4
5678,20,15831,12232,12406,13739,14781,11435,13231,11103,12836,13324,68989,61929,63,35,4,0,1,0,0,0,0,0,0,0,18.0,17.0,Team1,EUW1_7224888635,Platinum4
5679,21,16833,12786,13074,14305,15312,11941,13921,11993,13575,13839,72310,65269,66,37,4,0,2,0,0,0,0,0,0,0,18.0,17.6,Team1,EUW1_7224888635,Platinum4
5680,21,17306,13092,13340,14439,15423,12232,14032,12104,13686,14040,73600,66094,68,38,4,0,2,0,0,0,0,0,0,0,18.0,17.8,Team1,EUW1_7224888635,Platinum4
5681,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7224744069,Platinum4
5682,1,1403,1406,1403,1431,1403,1475,1733,1475,1403,1425,7046,7511,0,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team2,EUW1_7224744069,Platinum4
5683,2,1898,2129,2189,1892,2266,2161,2234,2000,2024,1850,10374,10269,4,3,0,0,0,0,0,0,0,0,0,0,4.2,4.0,Team2,EUW1_7224744069,Platinum4
5684,3,2444,2784,2672,2484,2737,2565,2863,2495,2432,2407,13121,12762,5,4,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team2,EUW1_7224744069,Platinum4
5685,4,3771,3293,3317,2939,3285,3649,3798,3754,3386,2923,16605,17510,9,9,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team2,EUW1_7224744069,Platinum4
5686,5,4327,3916,3683,3653,3970,4546,4301,4912,3827,3485,19549,21071,12,13,0,0,0,0,0,0,0,0,0,0,6.8,7.4,Team2,EUW1_7224744069,Platinum4
5687,6,5045,4507,4530,4092,4674,5395,4952,5771,4343,3926,22848,24387,15,17,0,0,0,0,0,0,0,0,0,0,7.8,8.2,Team2,EUW1_7224744069,Platinum4
5688,7,5884,5057,5468,4741,5360,5912,5348,6220,4733,4346,26510,26559,19,17,0,0,0,0,0,0,0,0,0,0,8.8,8.4,Team2,EUW1_7224744069,Platinum4
5689,8,6672,5937,6429,5249,5897,6443,6218,7005,5769,4977,30184,30412,24,22,0,0,0,0,0,0,0,0,0,0,9.8,9.8,Team2,EUW1_7224744069,Platinum4
5690,9,7038,6538,6979,5905,6583,6991,6664,7495,6500,5825,33043,33475,26,24,0,0,0,0,0,0,0,0,0,0,10.6,10.4,Team2,EUW1_7224744069,Platinum4
5691,10,7556,7669,7422,6377,7218,7738,7117,7952,7082,6413,36242,36302,29,25,0,0,0,0,0,0,0,0,0,0,11.4,11.0,Team2,EUW1_7224744069,Platinum4
5692,11,8111,8200,8156,7024,7708,9277,7795,8725,7732,7213,39199,40742,32,29,0,1,0,0,0,0,0,0,0,0,12.0,12.2,Team2,EUW1_7224744069,Platinum4
5693,12,8930,8870,8622,7656,8197,9773,8456,9528,8431,7861,42275,44049,35,32,0,1,0,0,0,0,0,0,0,0,12.8,12.6,Team2,EUW1_7224744069,Platinum4
5694,13,9528,9494,9141,8093,8645,10494,9254,10199,9010,8293,44901,47250,36,35,0,1,0,0,0,0,0,0,0,0,13.6,13.4,Team2,EUW1_7224744069,Platinum4
5695,14,10504,10251,10288,8754,9074,11105,9703,10678,9661,8728,48871,49875,41,37,0,1,0,0,0,0,0,0,0,0,14.4,14.2,Team2,EUW1_7224744069,Platinum4
5696,15,11151,10871,10922,9264,9584,11977,10135,11587,10021,9170,51792,52890,41,40,1,1,0,0,0,0,0,0,0,0,14.4,14.8,Team2,EUW1_7224744069,Platinum4
5697,16,11843,11388,11741,9790,10001,12670,10814,12132,10595,9795,54763,56006,43,43,1,1,0,0,0,0,0,0,0,0,15.4,15.4,Team2,EUW1_7224744069,Platinum4
5698,17,12203,11941,12146,10437,10409,13989,11418,13606,11344,10542,57136,60899,44,49,1,2,0,1,0,0,0,0,0,0,16.0,16.6,Team2,EUW1_7224744069,Platinum4
5699,18,12726,12545,12824,10982,11466,14361,11778,14029,11733,10914,60543,62815,46,49,1,2,0,1,0,0,0,0,0,0,16.8,16.8,Team2,EUW1_7224744069,Platinum4
5700,19,13116,13212,13593,11829,12038,15197,12311,14933,12395,11495,63788,66331,50,52,1,2,0,1,0,0,0,0,0,0,17.2,17.6,Team2,EUW1_7224744069,Platinum4
5701,20,13778,13912,13993,12387,12480,15769,12671,15781,13081,12117,66550,69419,51,55,1,2,0,1,0,0,0,0,0,0,17.8,17.8,Team2,EUW1_7224744069,Platinum4
5702,21,14294,14788,15418,12759,13213,16932,13526,16464,13871,12867,70472,73660,56,57,1,4,0,1,0,0,0,0,0,0,18.0,17.8,Team2,EUW1_7224744069,Platinum4
5703,22,14997,15702,16280,13400,13882,17622,14144,17158,14517,13716,74261,77157,57,61,2,4,1,1,0,0,0,0,0,0,18.0,18.0,Team2,EUW1_7224744069,Platinum4
5704,22,15180,15879,16457,13583,14065,18308,14367,17335,14844,13968,75164,78822,57,62,2,4,1,2,0,0,0,0,0,0,18.0,18.0,Team2,EUW1_7224744069,Platinum4
5705,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7224722587,Platinum4
5706,1,1414,1414,1436,1853,1446,1683,1425,1403,1425,1425,7563,7361,2,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team2,EUW1_7224722587,Platinum4
5707,2,2001,2054,1941,2978,1981,2200,2174,2033,2071,1959,10955,10437,5,4,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team2,EUW1_7224722587,Platinum4
5708,3,3290,2644,2616,3722,2660,2857,2634,2758,2765,3022,14932,14036,11,9,0,0,0,0,0,0,0,0,0,0,5.2,5.2,Team2,EUW1_7224722587,Platinum4
5709,4,3781,3116,3476,4292,3174,3404,3157,3291,3428,3863,17839,17143,13,12,0,0,0,0,0,0,0,0,0,0,6.2,6.0,Team2,EUW1_7224722587,Platinum4
5710,5,4628,3760,3997,5433,3847,4330,3687,3914,4070,4726,21665,20727,18,17,0,0,0,0,0,0,0,0,0,0,7.4,7.4,Team2,EUW1_7224722587,Platinum4
5711,6,5049,4271,4674,5916,4330,4885,4154,5011,4886,5525,24240,24461,19,21,0,0,0,0,0,0,0,0,0,0,8.2,8.4,Team2,EUW1_7224722587,Platinum4
5712,7,5648,4694,5484,6717,5380,5432,4707,5975,5440,6306,27923,27860,24,25,0,0,0,0,0,0,0,0,0,0,9.0,9.4,Team2,EUW1_7224722587,Platinum4
5713,8,6377,5599,6056,7576,5992,5937,5097,6598,5905,6789,31600,30326,28,26,0,0,0,0,0,0,0,0,0,0,10.0,10.0,Team2,EUW1_7224722587,Platinum4
5714,9,7197,6360,6972,8090,6524,6508,5565,7296,6787,7524,35143,33680,33,29,0,0,0,0,0,0,0,0,0,0,10.8,10.4,Team2,EUW1_7224722587,Platinum4
5715,10,7908,6826,7429,8895,7155,7410,6246,7810,7621,8421,38213,37508,36,34,0,0,0,0,0,0,0,0,0,0,11.6,11.4,Team2,EUW1_7224722587,Platinum4
5716,11,8344,7280,7905,9407,7604,7871,6766,8446,8162,8904,40540,40149,36,35,0,0,0,0,0,0,0,0,0,0,12.2,12.4,Team2,EUW1_7224722587,Platinum4
5717,12,8906,7884,8369,10189,8345,8341,7349,9092,9041,9891,43693,43714,40,40,0,0,0,0,0,0,0,0,0,0,13.2,13.2,Team2,EUW1_7224722587,Platinum4
5718,13,9708,8398,8827,11076,8888,8924,7936,9931,9818,10398,46897,47007,43,43,0,0,0,0,0,0,0,0,0,0,13.8,13.8,Team2,EUW1_7224722587,Platinum4
5719,14,10160,8942,9232,12127,9540,9652,8535,10728,10465,11312,50001,50692,45,49,0,0,0,0,0,0,0,0,0,0,14.4,15.0,Team2,EUW1_7224722587,Platinum4
